"X";"Kalibration";"Grobe.Einordnung";"Einzelne.Einortnung";"mittlere.Gruppierung";"Acid";"H2O";"X190";"X191";"X192";"X193";"X194";"X195";"X196";"X197";"X198";"X199";"X200";"X201";"X202";"X203";"X204";"X205";"X206";"X207";"X208";"X209";"X210";"X211";"X212";"X213";"X214";"X215";"X216";"X217";"X218";"X219";"X220";"X221";"X222";"X223";"X224";"X225";"X226";"X227";"X228";"X229";"X230";"X231";"X232";"X233";"X234";"X235";"X236";"X237";"X238";"X239";"X240";"X241";"X242";"X243";"X244";"X245";"X246";"X247";"X248";"X249";"X250";"X251";"X252";"X253";"X254";"X255";"X256";"X257";"X258";"X259";"X260";"X261";"X262";"X263";"X264";"X265";"X266";"X267";"X268";"X269";"X270";"X271";"X272";"X273";"X274";"X275";"X276";"X277";"X278";"X279";"X280";"X281";"X282";"X283";"X284";"X285";"X286";"X287";"X288";"X289";"X290";"X291";"X292";"X293";"X294";"X295";"X296";"X297";"X298";"X299";"X300";"X301";"X302";"X303";"X304";"X305";"X306";"X307";"X308";"X309";"X310";"X311";"X312";"X313";"X314";"X315";"X316";"X317";"X318";"X319";"X320";"X321";"X322";"X323";"X324";"X325";"X326";"X327";"X328";"X329";"X330";"X331";"X332";"X333";"X334";"X335";"X336";"X337";"X338";"X339";"X340";"X341";"X342";"X343";"X344";"X345";"X346";"X347";"X348";"X349";"X350";"X351";"X352";"X353";"X354";"X355";"X356";"X357";"X358";"X359";"X360";"X361";"X362";"X363";"X364";"X365";"X366";"X367";"X368";"X369";"X370";"X371";"X372";"X373";"X374";"X375";"X376";"X377";"X378";"X379";"X380";"X381";"X382";"X383";"X384";"X385";"X386";"X387";"X388";"X389";"X390";"X391";"X392";"X393";"X394";"X395";"X396";"X397";"X398";"X399";"X400";"X401";"X402";"X403";"X404";"X405";"X406";"X407";"X408";"X409";"X410";"X411";"X412";"X413";"X414";"X415";"X416";"X417";"X418";"X419";"X420";"X421";"X422";"X423";"X424";"X425";"X426";"X427";"X428";"X429";"X430";"X431";"X432";"X433";"X434";"X435";"X436";"X437";"X438";"X439";"X440";"X441";"X442";"X443";"X444";"X445";"X446";"X447";"X448";"X449";"X450";"X451";"X452";"X453";"X454";"X455";"X456";"X457";"X458";"X459";"X460";"X461";"X462";"X463";"X464";"X465";"X466";"X467";"X468";"X469";"X470";"X471";"X472";"X473";"X474";"X475";"X476";"X477";"X478";"X479";"X480";"X481";"X482";"X483";"X484";"X485";"X486";"X487";"X488";"X489";"X490";"X491";"X492";"X493";"X494";"X495";"X496";"X497";"X498";"X499";"X500";"X501";"X502";"X503";"X504";"X505";"X506";"X507";"X508";"X509";"X510";"X511";"X512";"X513";"X514";"X515";"X516";"X517";"X518";"X519";"X520";"X521";"X522";"X523";"X524";"X525";"X526";"X527";"X528";"X529";"X530";"X531";"X532";"X533";"X534";"X535";"X536";"X537";"X538";"X539";"X540";"X541";"X542";"X543";"X544";"X545";"X546";"X547";"X548";"X549";"X550";"X551";"X552";"X553";"X554";"X555";"X556";"X557";"X558";"X559";"X560";"X561";"X562";"X563";"X564";"X565";"X566";"X567";"X568";"X569";"X570";"X571";"X572";"X573";"X574";"X575";"X576";"X577";"X578";"X579";"X580";"X581";"X582";"X583";"X584";"X585";"X586";"X587";"X588";"X589";"X590";"X591";"X592";"X593";"X594";"X595";"X596";"X597";"X598"
"190709_TZ04612_DT0001_FantaZero_Fertigsirup_1_5_5_c01_000001";"FS";"FS 1:5.5";"FS Verdünnung";"";115,9331;NA;1,357925;1,317843;1,277808;1,240324;1,207313;1,176773;1,148433;1,12207;1,097516;1,075337;1,055077;1,037897;1,01647;0,9944424;0,9732926;0,953386;0,9356987;0,9203544;0,9073954;0,8972638;0,8898955;0,8853099;0,8840277;0,8839901;0,8843377;0,8845324;0,8857946;0,8868344;0,8881422;0,8892783;0,8901305;0,8906643;0,8909303;0,8905286;0,8895866;0,888073;0,885889;0,8829672;0,8790228;0,8738279;0,8674854;0,8602799;0,8520774;0,8433815;0,8341925;0,8245147;0,8144489;0,8035994;0,7923254;0,7807428;0,7690241;0,7574024;0,7457995;0,7342451;0,7224348;0,7102899;0,6976375;0,684189;0,6700709;0,655424;0,6404448;0,6251794;0,6098192;0,5943947;0,578848;0,5633065;0,5474029;0,5315723;0,515567;0,4998658;0,484539;0,4695202;0,4551992;0,4415131;0,4285519;0,4161685;0,4046253;0,3937243;0,3834087;0,373912;0,3651235;0,3566796;0,3487753;0,3415269;0,3344553;0,3279119;0,3217307;0,3158796;0,3102962;0,3049037;0,2996947;0,2946187;0,2896026;0,2847344;0,2798995;0,275313;0,2708393;0,2663849;0,2620071;0,2575643;0,2532644;0,2490373;0,244954;0,2409572;0,2371839;0,2334907;0,2300663;0,2267809;0,2236979;0,2207023;0,2178975;0,2152389;0,2126304;0,2101983;0,2077829;0,2055274;0,2032853;0,2010408;0,1989998;0,1970974;0,1952512;0,1935069;0,1919535;0,1904411;0,1890759;0,1878125;0,186609;0,185464;0,1843559;0,1833011;0,1821924;0,1811869;0,1802318;0,1792105;0,1781312;0,1771328;0,1760577;0,1750227;0,1738853;0,1726983;0,1716395;0,1704074;0,1692692;0,1680258;0,166781;0,1654764;0,1642999;0,16303;0,1617085;0,1603189;0,1588782;0,157396;0,1558995;0,154418;0,1529585;0,1514706;0,1499403;0,1483619;0,1468978;0,1452742;0,1437535;0,142214;0,1406416;0,1391061;0,137529;0,136014;0,134423;0,1328273;0,1313161;0,1297516;0,1282169;0,1266463;0,1251662;0,1236577;0,1222524;0,1207955;0,1193897;0,1180096;0,1165265;0,1151949;0,1138572;0,1125659;0,1112668;0,1100223;0,1088423;0,1077233;0,1066199;0,1055362;0,1045289;0,1036139;0,1026337;0,1017857;0,1008333;0,09999168;0,09901632;0,09814546;0,09743851;0,09660614;0,09587762;0,09513274;0,09436761;0,0936447;0,09294631;0,09224911;0,09163421;0,09103435;0,09047247;0,0899328;0,08943703;0,08891939;0,08852993;0,08810609;0,08766021;0,08726627;0,08691921;0,08659104;0,0862352;0,08598704;0,08571082;0,0853491;0,08500409;0,08471425;0,08433717;0,08397606;0,08374351;0,08341897;0,08318114;0,0828618;0,08262679;0,08238569;0,08210514;0,08178972;0,08153817;0,08137412;0,08117421;0,08108725;0,08103435;0,08083353;0,08068218;0,08050282;0,08044;0,0803147;0,08020473;0,08002976;0,07985805;0,079698;0,07958485;0,07930844;0,07912694;0,07894918;0,07869727;0,07858302;0,0784792;0,07828946;0,07810958;0,07805531;0,07796587;0,07778371;0,07778168;0,07779809;0,0776979;0,07763315;0,07758453;0,07765662;0,07773136;0,0774992;0,07743296;0,07734761;0,07705677;0,07703178;0,07683896;0,07653315;0,07622974;0,07589805;0,07570375;0,0755196;0,07504422;0,07470728;0,07443142;0,07426246;0,07403865;0,07352766;0,07324544;0,07310209;0,07284839;0,07259605;0,07239739;0,07208013;0,0720038;0,07177532;0,07163572;0,07162477;0,07152595;0,07126294;0,07123465;0,07090072;0,07086401;0,070707;0,07056984;0,07022024;0,06995943;0,06972899;0,06956547;0,0691488;0,06890517;0,06845634;0,06831755;0,06767281;0,06725401;0,06647238;0,06630646;0,06565042;0,06516144;0,06463938;0,0639852;0,06341604;0,0627247;0,06208893;0,06152036;0,06108427;0,06032821;0,05993058;0,05917625;0,05863494;0,05800954;0,05775766;0,05689407;0,05654094;0,0559879;0,05573015;0,05528616;0,05468082;0,05426094;0,05389039;0,05363304;0,05317098;0,05269189;0,0523051;0,05202039;0,05174162;0,05124669;0,05100958;0,05072207;0,05042909;0,04992801;0,04998422;0,04971426;0,04920283;0,04929209;0,04881193;0,04860608;0,04835359;0,04788408;0,04764886;0,04741383;0,04704312;0,04720035;0,04681852;0,046794;0,0462281;0,04624136;0,04611931;0,04570264;0,04550231;0,0452888;0,04490406;0,04461373;0,04442257;0,04472785;0,04404909;0,04387917;0,04386294;0,04367033;0,04329438;0,04331592;0,0432388;0,04298639;0,04275237;0,04250562;0,0423166;0,04197789;0,04189667;0,04182894;0,04161176;0,04123082;0,04113146;0,04095757;0,04081889;0,04061121;0,04052565;0,04037141;0,04006502;0,03997803;0,03979411;0,03966325;0,03955136;0,03947381;0,03908936;0,03905824;0,03883969;0,03877001;0,03867486;0,03851072;0,03831622;0,03813663;0,03789853;0,03784113;0,03760807;0,03741416
"190709_TZ04612_DT0001_FantaZero_Fertigsirup_1_5_5_c01_000002";"FS";"FS 1:5.5";"FS Verdünnung";"";115,9331;NA;1,3589;1,31837;1,278374;1,24071;1,207515;1,177157;1,148952;1,122565;1,098084;1,075594;1,055451;1,03817;1,016601;0,9947795;0,9736208;0,9536187;0,9359564;0,9205335;0,9075681;0,8975008;0,8901036;0,8854722;0,8840718;0,8840566;0,8844648;0,8845544;0,8858989;0,8869768;0,8883312;0,8894798;0,8902696;0,8907612;0,8910467;0,8905533;0,889631;0,8881923;0,8860227;0,8830959;0,8790836;0,8739794;0,8677105;0,8603835;0,8522247;0,8434702;0,8343125;0,8245823;0,8144825;0,8036978;0,7924433;0,7808551;0,7691636;0,7574398;0,7459509;0,7343369;0,7225538;0,7103971;0,6977828;0,6843303;0,6702295;0,6556022;0,6405603;0,6252782;0,6099451;0,594478;0,5789015;0,5633929;0,5475134;0,5316226;0,5157073;0,4999891;0,4846299;0,4696462;0,4552953;0,4415982;0,4285828;0,4162514;0,4047123;0,3938153;0,3835034;0,3740267;0,3651991;0,356766;0,3488349;0,3416199;0,3345292;0,3280122;0,3218141;0,3159783;0,3104011;0,3050338;0,2998085;0,2947198;0,2896907;0,2848261;0,2799797;0,2754306;0,2709429;0,266512;0,262074;0,2576933;0,2533959;0,2491788;0,2450666;0,2410862;0,2372816;0,2336186;0,2301493;0,2268714;0,2237743;0,2208569;0,2179738;0,2153409;0,2127474;0,2103057;0,2079138;0,2056297;0,2033952;0,2011563;0,1990721;0,1972097;0,1953549;0,1936006;0,1920403;0,1905263;0,1891862;0,1879078;0,1867256;0,185548;0,1844465;0,183392;0,1822732;0,1812656;0,1803337;0,1793133;0,1782497;0,1772339;0,176123;0,1751103;0,1739524;0,172809;0,171718;0,1705139;0,1693425;0,1680897;0,1668564;0,1655357;0,1644201;0,1630995;0,1617984;0,160409;0,1589135;0,1574699;0,1559709;0,1544822;0,1530114;0,1514975;0,1500378;0,1484389;0,1469591;0,1453821;0,1438243;0,1422772;0,140714;0,1391272;0,1375997;0,1360599;0,1344997;0,1329255;0,1313861;0,1298045;0,1282819;0,1267425;0,1252046;0,1237611;0,1223234;0,1208767;0,1194635;0,1180819;0,1166001;0,1152503;0,1139456;0,1126197;0,1113271;0,1100921;0,1089235;0,1078134;0,106687;0,1055644;0,1045781;0,1036449;0,1027098;0,1018533;0,1009234;0,1000247;0,09909684;0,09823486;0,09751967;0,09662735;0,0959368;0,0951669;0,09444879;0,093688;0,09296039;0,09230834;0,09173543;0,0911287;0,0905623;0,0900004;0,08950543;0,08898379;0,08858156;0,08814681;0,08776011;0,08736669;0,08703309;0,08667632;0,08630439;0,08600923;0,08580912;0,08537622;0,08513109;0,08476626;0,08438877;0,08406153;0,08381491;0,08348902;0,08323163;0,08296783;0,08265818;0,08239555;0,0821834;0,08182494;0,08158917;0,0814038;0,08119982;0,08110623;0,08109404;0,08086137;0,08069659;0,08058874;0,08049934;0,08035311;0,08023967;0,08011569;0,07988966;0,07978576;0,07956038;0,07934978;0,07915939;0,0789832;0,07879829;0,07862125;0,07851347;0,07832024;0,07819162;0,0781093;0,07801251;0,0778363;0,07783539;0,07779647;0,07777371;0,07771406;0,07763924;0,07768171;0,0777529;0,07754364;0,07749125;0,07745288;0,07709259;0,07705299;0,07690154;0,07660188;0,07627139;0,07593989;0,07581125;0,07556101;0,07510649;0,07471206;0,07447083;0,07429957;0,07405217;0,07356538;0,07328286;0,07316256;0,07294486;0,07262846;0,07242115;0,07216105;0,07205375;0,07185392;0,07170071;0,0716396;0,07150499;0,07127414;0,07128916;0,07094301;0,0709028;0,07073819;0,07061406;0,07022295;0,06996452;0,06980056;0,06958164;0,06921841;0,06892392;0,06861123;0,06833424;0,06764258;0,06728365;0,06654184;0,06628747;0,06571013;0,06518307;0,06470996;0,06406056;0,06344632;0,06278972;0,06222492;0,06156256;0,06102415;0,06028888;0,05997168;0,05920786;0,05863664;0,05799032;0,05762764;0,05691322;0,05670431;0,05600432;0,05566483;0,05523635;0,05485607;0,05433852;0,05388403;0,05368491;0,05320035;0,05280298;0,05234858;0,05202813;0,0517585;0,05146344;0,0512407;0,05087599;0,05039025;0,05012617;0,04985478;0,04984739;0,04938488;0,0493138;0,04876999;0,04858072;0,04839936;0,04795605;0,04764011;0,04756294;0,04714977;0,0472405;0,04685938;0,04681921;0,04632226;0,04624228;0,04616696;0,04564831;0,04550359;0,04526423;0,0450164;0,04480387;0,04453027;0,04468269;0,04401492;0,04395194;0,04389851;0,04348128;0,0433563;0,04336434;0,0432155;0,04309851;0,04274905;0,04260013;0,0422658;0,04205526;0,0419838;0,0418808;0,04165588;0,04127549;0,04115955;0,0409812;0,040869;0,04066582;0,04058647;0,04036819;0,04009455;0,04000783;0,03984647;0,03969514;0,03960867;0,03950809;0,03909669;0,03908276;0,03889647;0,03880271;0,03870248;0,03848973;0,03832841;0,03817729;0,03792993;0,03786514;0,0376313;0,03739114
"190709_TZ04612_DT0001_FantaZero_Fertigsirup_1_5_5_c01_000003";"FS";"FS 1:5.5";"FS Verdünnung";"";115,9331;NA;1,359624;1,317855;1,278458;1,240867;1,207908;1,177356;1,14931;1,122916;1,098242;1,076075;1,055646;1,038438;1,017025;0,9948859;0,9738398;0,9537905;0,9361055;0,920681;0,907735;0,8975605;0,8901317;0,8855961;0,8842161;0,8841831;0,8845426;0,8846399;0,8859186;0,8869286;0,8882838;0,8894069;0,8902432;0,8907885;0,8910722;0,8905681;0,8897125;0,8882114;0,8860667;0,8830971;0,8791044;0,8740247;0,8676819;0,8603911;0,8522152;0,8434903;0,8342987;0,8246076;0,8144833;0,8037672;0,7924715;0,7808257;0,7691852;0,7574924;0,7459452;0,7343416;0,722552;0,7103961;0,6977633;0,684328;0,6702124;0,6555759;0,6405535;0,6252823;0,6099437;0,5944734;0,5789546;0,5634072;0,5475009;0,5316349;0,5157018;0,5000027;0,4846629;0,4696383;0,4553256;0,4416269;0,4285867;0,4162919;0,4046978;0,3938226;0,3835459;0,3740369;0,3652057;0,3567551;0,3488564;0,3416092;0,3345789;0,3280226;0,3218407;0,3159772;0,3103881;0,3050149;0,2997836;0,2947292;0,2896961;0,2848251;0,2799737;0,2753985;0,2709348;0,2665049;0,2620993;0,2576927;0,2533832;0,2491598;0,2450491;0,2410791;0,2372771;0,2336286;0,2301934;0,2268791;0,2237904;0,220824;0,218013;0,2153432;0,2127447;0,2103164;0,2078767;0,2056217;0,2033796;0,2011508;0,1990604;0,1972063;0,1953535;0,1936182;0,1920576;0,1905458;0,1891697;0,1879093;0,1867308;0,185555;0,1844355;0,1833828;0,1822948;0,1812617;0,180336;0,17931;0,1782054;0,1772094;0,17613;0,1751192;0,1739358;0,1727626;0,1717199;0,1705154;0,1693575;0,1681155;0,1668579;0,1655591;0,1643977;0,1631169;0,1618049;0,1604236;0,1589088;0,157463;0,1559733;0,1544975;0,1530412;0,1515463;0,1499992;0,1484661;0,1469487;0,1453709;0,1438229;0,142258;0,1406921;0,139163;0,1375754;0,1360593;0,1344567;0,1328957;0,1313643;0,1298464;0,1283219;0,1267119;0,1252121;0,12373;0,122332;0,1208807;0,1194217;0,1180759;0,1166025;0,1152597;0,1139168;0,1126525;0,11135;0,1100933;0,1089094;0,1078198;0,1066742;0,1055803;0,1045944;0,1036408;0,1027281;0,1018503;0,1009173;0,1000336;0,09910567;0,09817033;0,0974727;0,09667053;0,09594011;0,09515464;0,09441235;0,09367626;0,0929805;0,09230054;0,09171303;0,09112632;0,09053031;0,08998525;0,08948693;0,08897819;0,08856694;0,08814402;0,08771529;0,08734556;0,08702031;0,08665817;0,08630127;0,08602879;0,085783;0,08539651;0,08507372;0,08478203;0,08440389;0,084027;0,08381241;0,08347794;0,08322196;0,08292096;0,08264025;0,08243323;0,08213654;0,08183982;0,08159676;0,08146955;0,08123227;0,08109293;0,08109014;0,08091972;0,08073526;0,08056356;0,08049851;0,08040185;0,08020681;0,08010995;0,07992456;0,079749;0,07956016;0,07938081;0,07913848;0,07898007;0,07877534;0,07862649;0,07855146;0,0783201;0,07819843;0,07808957;0,07801828;0,0778871;0,07782324;0,07778829;0,07774924;0,07772506;0,07759541;0,07770056;0,07775712;0,07759158;0,07747326;0,07743806;0,07711185;0,07706743;0,07691117;0,076615;0,07623459;0,0759458;0,07576093;0,07557765;0,07507396;0,07472071;0,07450367;0,07432661;0,07406505;0,07355551;0,07324355;0,07314134;0,07298639;0,0726198;0,07242703;0,07218216;0,07204367;0,07179096;0,07174061;0,07159766;0,07149581;0,0712238;0,07132148;0,07098807;0,07089309;0,07073827;0,0706072;0,07019892;0,06998201;0,06975591;0,06960541;0,06922265;0,06891771;0,06860924;0,06828765;0,06772365;0,06733165;0,06668358;0,066274;0,06573089;0,06516527;0,06462699;0,06411647;0,0633692;0,06270986;0,06211108;0,06152675;0,06106009;0,06036679;0,05994767;0,05927659;0,05860113;0,05807169;0,05763709;0,05694015;0,05660867;0,05616052;0,0557293;0,05530178;0,0547027;0,05432327;0,05383769;0,05356422;0,05330363;0,05278509;0,05234632;0,05210791;0,05159763;0,05133851;0,051108;0,05074131;0,0504402;0,05011363;0,04989973;0,04974551;0,04923363;0,04923601;0,04886777;0,04866408;0,04840871;0,0478985;0,04757831;0,04744748;0,04703154;0,04717226;0,0467607;0,04674627;0,04624258;0,04623212;0,04612091;0,04567282;0,04551537;0,04531985;0,0449689;0,04472988;0,04447932;0,04467832;0,04395961;0,04391187;0,04388614;0,04359045;0,04323696;0,04350572;0,04323067;0,04313208;0,04276537;0,04260277;0,04228794;0,04204972;0,04194013;0,0418593;0,04164793;0,04129459;0,04114317;0,04099529;0,04083446;0,04065382;0,04054741;0,04034634;0,04010162;0,03995116;0,0398309;0,0396879;0,03960526;0,0394973;0,03914487;0,03907914;0,03885501;0,03883073;0,03867498;0,03853375;0,03834927;0,03815723;0,0378925;0,03790068;0,03762413;0,03747402
"190709_TZ04612_DT0001_FantaZero_Fertigsirup_1_6_2_c01_000001";"FS";"FS 1:6.2";"FS Verdünnung";"";103,3645;NA;1,215686;1,179979;1,141537;1,106578;1,076395;1,049143;1,022957;0,999579;0,9772962;0,9571719;0,9389458;0,923179;0,9041865;0,8836959;0,8646001;0,8469131;0,831072;0,8170338;0,8053265;0,7959839;0,7890757;0,7846046;0,7831394;0,7826768;0,7830433;0,7828656;0,783929;0,7849668;0,7861744;0,7871759;0,7879035;0,7882484;0,7882131;0,7878417;0,7871985;0,7858753;0,783924;0,7812563;0,7775933;0,7729704;0,7672597;0,7608197;0,7535549;0,7458884;0,7377079;0,7289961;0,7199101;0,7103145;0,7003297;0,6902418;0,6798385;0,6693991;0,6590964;0,6488823;0,6384643;0,6276784;0,6164806;0,6047033;0,592181;0,5792376;0,5660412;0,552576;0,5391353;0,5255178;0,5117766;0,497927;0,4841136;0,4701144;0,4561152;0,4422898;0,4287681;0,415627;0,4029004;0,3908394;0,3793364;0,3683862;0,3581267;0,3484986;0,3396071;0,3311921;0,3232026;0,3158924;0,3089201;0,3024267;0,2962312;0,2904153;0,2848896;0,2797651;0,2748322;0,2700276;0,2654144;0,2608969;0,2564064;0,2520718;0,2478212;0,2437326;0,2396988;0,2357085;0,231831;0,2279987;0,2241844;0,2203576;0,2167181;0,2132127;0,2098115;0,2065419;0,2035103;0,2005946;0,1977985;0,1951187;0,1925656;0,190221;0,1879587;0,1858123;0,1836796;0,1816248;0,1795947;0,1776751;0,1758919;0,1741076;0,1724759;0,1710033;0,1696656;0,1683276;0,1671272;0,1659174;0,1648694;0,1638408;0,1628914;0,1619815;0,1610288;0,1601497;0,1592312;0,1583244;0,1574398;0,1565257;0,1555064;0,1546181;0,1536597;0,1526473;0,1516355;0,1505297;0,1494901;0,1484903;0,1473515;0,1461564;0,1450352;0,1439174;0,1427408;0,1415682;0,1403533;0,1390507;0,1377695;0,1364758;0,1351191;0,1337539;0,1324577;0,1310637;0,1297229;0,1283469;0,1269425;0,1255809;0,1241639;0,1228567;0,1214947;0,1200976;0,1186744;0,1172843;0,1158382;0,114546;0,1131373;0,1117603;0,1104059;0,1090892;0,1078399;0,106531;0,1052191;0,1040059;0,1027768;0,1016628;0,1004881;0,09931416;0,09817818;0,09705348;0,09601024;0,09502358;0,09400065;0,09312095;0,0921747;0,09130417;0,09045256;0,08973942;0,08894405;0,08818254;0,08743595;0,08658778;0,0859082;0,08523913;0,08453816;0,08388607;0,08318096;0,08255565;0,08193412;0,08138365;0,08081239;0,08033379;0,07987474;0,07931609;0,07894484;0,07855545;0,07811525;0,07772492;0,07733831;0,07701568;0,07661294;0,07647201;0,07608341;0,07584699;0,07565491;0,07528857;0,07501075;0,07473854;0,07442611;0,07407723;0,07387808;0,0735907;0,0733233;0,07306606;0,07286056;0,07268146;0,07242828;0,07211956;0,0718781;0,07172345;0,0716567;0,0714999;0,07147456;0,07128056;0,07114508;0,07107434;0,07097163;0,070838;0,0706927;0,07055741;0,07055508;0,07031181;0,07006797;0,0699363;0,06984315;0,06963704;0,06938496;0,0693528;0,06924009;0,06912076;0,06902208;0,06891634;0,06886549;0,06863673;0,0685883;0,068564;0,06849989;0,06851285;0,06843948;0,06848425;0,06852473;0,06845805;0,06837316;0,0683036;0,06809267;0,06792081;0,06792691;0,06758566;0,06724115;0,06704946;0,06689145;0,06659167;0,06627899;0,06590734;0,06565367;0,06545279;0,06525034;0,06499961;0,06478203;0,06445435;0,0643431;0,06405251;0,06389298;0,06374245;0,0636543;0,06338266;0,06335519;0,06311331;0,06303588;0,06288236;0,06299503;0,06269373;0,06252357;0,06235591;0,06225345;0,06196722;0,0616722;0,06155305;0,06134659;0,06105843;0,06075028;0,06039793;0,06004478;0,05967307;0,05931888;0,05877551;0,05835959;0,05803633;0,05751141;0,05699313;0,05645656;0,05618877;0,05538603;0,05497386;0,05428483;0,05389021;0,05331569;0,05283633;0,05240387;0,05180719;0,0510821;0,05076759;0,05024299;0,04978941;0,04953272;0,04889841;0,04898439;0,04819377;0,04787955;0,04753413;0,04700159;0,0467234;0,04650764;0,04619405;0,04584046;0,04553403;0,04519581;0,04508765;0,04465832;0,04450009;0,04411391;0,04404185;0,04386872;0,04339607;0,04324676;0,04279906;0,04268448;0,04255475;0,04230274;0,04204537;0,04189421;0,0416887;0,0415412;0,04117877;0,04137025;0,04074827;0,04070693;0,04080139;0,04029363;0,03988396;0,03984155;0,03954692;0,03937768;0,03924307;0,03928375;0,03914114;0,03864401;0,03888228;0,03838368;0,03821037;0,03821643;0,03803131;0,03787034;0,03763814;0,037477;0,03734794;0,03712416;0,03696951;0,03682177;0,03661981;0,03631192;0,03625263;0,03609857;0,03598959;0,03575792;0,03568339;0,03549057;0,03531188;0,03516649;0,03503035;0,03497826;0,03480035;0,03479074;0,03447133;0,03443213;0,03425402;0,03408095;0,03404481;0,03385597;0,03374833;0,03359518;0,0334464;0,03334355;0,03313487;0,03298613
